line_text,speaker
"He is a nice person, and we should all stand up and say, ""I... Like...""",Ben Wyatt
Ben! No! What are you doing?,Tom Haverford
"Uh, he's embarrassing himself and throwing away his career.",Donna Meagle
"Sweetheart, stop.",Leslie Knope
"O, captain, my captain.",Ben Wyatt
What is happening?,Ron Swanson
Larry is my friend.,Ben Wyatt
"Thank you, Ben.",Jerry Gergich
I mean that.,Jerry Gergich
Oh! Got so startled I tooted.,Jerry Gergich
"Come on, man.",Ben Wyatt
"Oh, Gross!",April Ludgate
God!,Ben Wyatt
Sorry!,Leslie Knope
Sorry!,Leslie Knope
What's happening?,Ben Wyatt
I can't hear!,Ben Wyatt
And I'm dying!,Ben Wyatt
"Baby, relax.",Leslie Knope
I just wanted to surprise you.,Leslie Knope
Open the bottom drawer and read the cake.,Leslie Knope
"""Will you go to prom with me?""",Ben Wyatt
"Well, this just keeps getting weirder.",Ben Wyatt
"Because of the merger, schools have had to make some cuts, and the first thing to go was the senior prom.",Leslie Knope
"So as a last minute hail Mary, the parks department is throwing prom for them.",Leslie Knope
"They also wanted to cut A.P. Latin, so I volunteered to teach Latin.",Leslie Knope
"Which reminds me, I need to learn Latin.",Leslie Knope
"I can't stop thinking about that job in Chicago, and I think this prom will be a good distraction.",Leslie Knope
"In my senior year when I couldn't decide between Indiana and Amherst, I focused all my energy on planning my prom, and it was the best prom ever.",Leslie Knope
"Plus, I made out with Harvey from the A.V. Club.",Leslie Knope
"Hmm, I think I'm jealous of Harvey.",Ben Wyatt
You shouldn't be.,Leslie Knope
"A few weeks later, he almost died from a VCR electrocution.",Leslie Knope
Legend has it that he can still turn on a microwave just by blinking at it.,Leslie Knope
"The point is, will you go to the prom with me?",Leslie Knope
"Well, I thought you'd never ask, because we're nearing 40.",Ben Wyatt
Course I will.,Ben Wyatt
Yay!,Leslie Knope
Prom!,Leslie Knope
"Okay, we are making progress, prom committee.",Leslie Knope
"Now, our budget is basically zero, so we're gonna need to cover all the jobs that we would normally hire people for.",Leslie Knope
"Tom, you're in charge of music.",Leslie Knope
"Oh, man.",Ben Wyatt
"Well, all right.",Ben Wyatt
"Aw, did you want to DJ, little puppy?",Leslie Knope
I didn't know that little puppies could operate an iPod with their little puppy paws.,Leslie Knope
Eew and boo.,Donna Meagle
This kind of thing is getting out of hand with you two.,Donna Meagle
Y'all are on official warning.,Donna Meagle
I did DJ a little back in the day.,Ben Wyatt
"I had a show called ""Zoot Suit Wyatt"" on Carleton College radio.",Ben Wyatt
"Tuesdays from 3:00 to 5:00 A.M., I was the king of swing.",Ben Wyatt
I thought we as a culture agreed to forget the year that everyone was into swing.,Tom Haverford
"Okay, Ben, you can co-DJ with Tom.",Leslie Knope
Yes.,Ben Wyatt
What!,Tom Haverford
No!,Tom Haverford
"If you eclipse my flavor in any way, we'll have a problem.",Tom Haverford
"All right, Allison, you are in charge of choosing the prom theme, and now it has to be perfect and magical and look like a million bucks but cost zero bucks.",Leslie Knope
So what do you got?,Leslie Knope
"I was thinking the theme could be ""Fairy tale.""",Allison
"The theater department did Into the Woods last year, and we still have the scenery.",Allison
I laid out some preliminary plans in this binder.,Allison
Wow!,Leslie Knope
Are those jense-trodder color tabs?,Leslie Knope
I thought those were discontinued.,Leslie Knope
They were.,Allison
I had to order them through some Mexican back channels.,Allison
Juan Julio Oficina Supplies?,Leslie Knope
I thought they went out of business.,Leslie Knope
"They did, but they opened up a new one in Oaxaca.",Allison
What is happening right now?,Ben Wyatt
"Okay, everybody get back to work.",Leslie Knope
"And, Allison, come by my office later so we can keep crushing it.",Leslie Knope
"All right, let's go over our set list.",Ben Wyatt
Set list?,Tom Haverford
No need.,Tom Haverford
"So, what, you're just gonna put your iPod on shuffle?",Ben Wyatt
"No, but I could.",Tom Haverford
You want to know why?,Tom Haverford
Because every single song you own is a banger?,Ben Wyatt
Every song I download has to pass a series of rigorous tests to answer one simple question: Is it a banger?,Tom Haverford
How many beats per minute?,Tom Haverford
How many drops?,Tom Haverford
How dope are the drops?,Tom Haverford
Were any acoustic instruments used?,Tom Haverford
"If so, it is not a banger.",Tom Haverford
I once accidentally downloaded a Lumineers song.,Tom Haverford
I had to throw away my whole computer just to be safe.,Tom Haverford
"I feel like, to me, set list flow is very important.",Ben Wyatt
"I mean, we're basically vibe curators.",Ben Wyatt
Ugh.,Tom Haverford
"Oh, no.",Tom Haverford
"I hope that high school auditorium's big enough, 'cause I'm bringing 10000 maniacs.",Ben Wyatt
Sometimes it's really hard to be friends with you.,Tom Haverford
Thank God we don't have to be seen together.,Tom Haverford
"Yes, we do.",Ben Wyatt
We're co-DJs.,Ben Wyatt
Not anymore.,Tom Haverford
You're working with DJ Robo Drop.,Tom Haverford
"Badada, mm, mm, mm, mmmm",Tom Haverford
"Oh, I hope that this prom is exactly like my senior prom.",Andy Dwyer
"Theme: ""My heart will go on.""",Andy Dwyer
Photo booth with Monica Lewinsky lookalike.,Andy Dwyer
Afterparty Megan Rickerson's house.,Andy Dwyer
Her parents used to let us drink as much as we wanted.,Andy Dwyer
That'sâ¦ that's where we should have this afterparty.,Andy Dwyer
"Or, no, we can't, because they moved to prison.",Andy Dwyer
"Prom is nothing but a huge party full of smiling, dancing people enjoying themselves.",April Ludgate
It's literally my worst nightmare.,April Ludgate
And I hate punch.,April Ludgate
"April Ludgate, I'm gonna sing to you a song that I first wrote 15 years ago for my prom date, Sarah Weiss.",Andy Dwyer
"You're as hot as the sun but you're as cold as ice let me take you to paradise come on, roll the dice it will be twice as nice Sarah Wei-- April Ludgate will you go to prom with me?",Andy Dwyer
Boom!,Andy Dwyer
Will you?,Andy Dwyer
Fine.,April Ludgate
"I'll go with you, because Leslie's making us, and we live together, and we only have one car right now because you laked mine.",April Ludgate
"What does ""laked"" mean?",Jerry Gergich
I tried to jump it over a lake.,Andy Dwyer
"Why don't you stay out of our conversations, Larry!",Andy Dwyer
Will do.,Jerry Gergich
"So I want to show you some very cool before and after pictures of Cherryhurst Park, one of our greatest accomplishments.",Leslie Knope
Why are you showing me all this?,Allison
Because I think you have a real knack for public service.,Leslie Knope
"We here at the parks department have something called ""The April Ludgate Summer Solstice Druid Festival and Buffalo Wings Eating Contest.""",Leslie Knope
I don't know why I let her name it.,Leslie Knope
"Basically, it's a summer internship program.",Leslie Knope
I think you'd be great.,Leslie Knope
Do you want to work here?,Leslie Knope
Definitely!,Allison
I'm totally interested.,Allison
Great.,Leslie Knope
Allison Gliffert.,Ron Swanson
"Hi, Mr. Swanson.",Allison
You two know each other?,Leslie Knope
Is there some secret society for the greatest humans on earth?,Leslie Knope
Do you meet Tom Hanks and Elena Kagan in the Statue of Liberty's crown?,Leslie Knope
"God, this fake club I'm inventing is amazing.",Leslie Knope
Allison's father owns the hardware store I've been going to since before Allison was even born.,Ron Swanson
What brings you to the festering putrid stink hole on the armpit of freedom?,Ron Swanson
That's what he calls city hall.,Leslie Knope
"Um, Leslie was just telling me about your summer internship, and I was thinking about taking it.",Allison
"Oh, no, no, no, no.",Ron Swanson
No.,Ron Swanson
I respect your father too much to let his daughter work for free for the government.,Ron Swanson
Why don't you get a paying job for the summer?,Ron Swanson
Why don't you shut your mustache?,Leslie Knope
Sorry.,Leslie Knope
You know what?,Ron Swanson
"Tim Hautner, who owns the sawmill out on Lowell Drive, is a personal friend.",Ron Swanson
He's always looking for bright young employees to give money to in exchange for honest work.,Ron Swanson
That would be awesome.,Allison
I definitely need money for school.,Allison
"Oh, really?",Leslie Knope
"Is it worth a few bucks to get a million splinters in your fingers and then cut off your fingers accidentally, 'cause that will happen.",Leslie Knope
I have tolerated Leslie's pro-government ways because her annoying kindness and generosity sneakily made me like her as a person.,Ron Swanson
But I draw the line at corrupting America's youth.,Ron Swanson
I'm sure I can get Allison a job at Tim Hautner's sawmill.,Ron Swanson
I once did him a favor.,Ron Swanson
I built his sawmill.,Ron Swanson
I may be leaving this office soon.,Leslie Knope
I need to plant seeds for the next generation.,Leslie Knope
"Interns become fulltime staff, become department directors.",Leslie Knope
Circle of life.,Leslie Knope
The seasons turn.,Leslie Knope
It's really quite beautiful.,Leslie Knope
"And if Ron tries to stop me, he can eat a big ol' bowl of butts.",Leslie Knope
Hee hee!,Andy Dwyer
Hah hah yeah!,Andy Dwyer
Pawnee!,Andy Dwyer
Class of '99!,Andy Dwyer
Uh-huh!,Andy Dwyer
Ooh!,Andy Dwyer
"Girl, you look creepy.",Andy Dwyer
Would you like a drink?,Andy Dwyer
All this stuff is free.,Andy Dwyer
"No, it's not.",Extra
Why'd you pay for a limo?,April Ludgate
Because it's prom.,Andy Dwyer
"If you don't show up in a limo, legally, they can't let you in.",Andy Dwyer
Does your mom want to take pictures?,Andy Dwyer
"Uh, yeah, she does.",April Ludgate
"Hey, hey!",Andy Dwyer
Orin!,Andy Dwyer
Who's Orin?,Orin
I'm April's mom.,Orin
You two look adorable.,Orin
"Ugh, just take the picture already, mom.",April Ludgate
My baby is all grown up.,Orin
Have her home by 11:00.,Orin
"Mom, stop embarrassing me.",April Ludgate
Say goodbye to your father.,Orin
"Bye, dad.",April Ludgate
"Good night, sir.",Andy Dwyer
This is all the stuff we have to work with?,Tom Haverford
Where's everything I requested?,Tom Haverford
Where's my smoke machine?,Tom Haverford
Where's my girls dressed in Teddy Bear costumes?,Tom Haverford
Where's my Yeezus Mountain?,Tom Haverford
"Yeah, tell me about it.",Ben Wyatt
I specifically requested elliptical cartridges for the turntables.,Ben Wyatt
How am I supposed to keep my Husker Du albums in nearmint condish?,Ben Wyatt
"Hey, I have an idea.",Tom Haverford
Why don't you throw them in the garbage?,Tom Haverford
"My prom was right after I got impeached, so I couldn't leave the house without being egged.",Ben Wyatt
But my parents threw me a prom in our living room.,Ben Wyatt
I think I'm still messed up from it.,Ben Wyatt
I was actually only at my prom for 15 minutes.,Tom Haverford
"By the time I got my Armani suit pressed and got the little dimple on my tie just right, it was 11:45 P.M.",Tom Haverford
"My date was pretty pissed, but, uh, I looked fly as hell.",Tom Haverford
"Leslie, thanks again.",Principal Russell
We just wouldn't have had a prom without you.,Principal Russell
This is Aplus work.,Principal Russell
Aplus!,Leslie Knope
"Thank you, Principal Russell.",Principal Russell
Can I get that in writing?,Leslie Knope
"Oh-ho, Leslie.",Principal Russell
You haven't changed since high school.,Principal Russell
I can't believe he gave you an Aplus.,Allison
"Oh, did he?",Leslie Knope
I didn't even notice.,Leslie Knope
No bigs.,Leslie Knope
"Listen, Allison, I have a question for you that's very important and very serious.",Leslie Knope
Listen to me closely.,Leslie Knope
Will you help me orchestrate the balloon drop?,Leslie Knope
"Ms. Knope, it'd be my honor.",Allison
"Oh, hooray!",Leslie Knope
Allison.,Ron Swanson
Oh.,Leslie Knope
I was subcontracted by the government to construct a lighting rig.,Ron Swanson
Would like to help me screw some angle irons onto some 2x4s?,Ron Swanson
I'll give you $40.,Ron Swanson
"Yeah, sure.",Allison
I'll just be over here having fun.,Leslie Knope
See you soon!,Leslie Knope
"I know what you're doing, Ron, and I will defeat you.",Leslie Knope
Mark my words.,Leslie Knope
Stop wasting helium.,Ron Swanson
It is intended for welding and filling air ships.,Ron Swanson
I attended prom with Susan Hofler.,Ron Swanson
"Picked her up in my truck, we slow-danced to a Merle Haggard song, and then I left early to go to my shift at the quarry.",Ron Swanson
I was 12 years old.,Ron Swanson
Never went again.,Ron Swanson
Felt like I had outgrown it.,Ron Swanson
"Well, we did it.",April Ludgate
We went to prom.,April Ludgate
Yay!,April Ludgate
Let's go now.,April Ludgate
No!,Andy Dwyer
What?,Andy Dwyer
Are you kidding?,Andy Dwyer
This is awesome.,Andy Dwyer
Look around.,Andy Dwyer
The bloom of youth.,Andy Dwyer
Like flowers on the sunset of an eagle's poetry.,Andy Dwyer
"Andy, I hate teenagers.",April Ludgate
"If you give this a chance, you're gonna love it, I promise.",Andy Dwyer
It's like the movie Expendables 2.,Andy Dwyer
"First time, hated it.",Andy Dwyer
"Second time, hated it.",Andy Dwyer
"Third time, it was okay.",Andy Dwyer
"But then the fourth, fifth, sixth, seventh, tenth time I watched it, I realized something.",Andy Dwyer
It's just-- it's not good.,Andy Dwyer
It's not a good movie.,Andy Dwyer
"Now that I've convinced you, why don't we go dance?",Andy Dwyer
"Um, I'm gonna go to the girls' bathroom to check the trash cans for babies, but you can dance if you want.",April Ludgate
Really?,Andy Dwyer
I love you!,Andy Dwyer
Thank you!,Andy Dwyer
Money's the motivation money's the conversation you on vacation we gettin' paid so,Music
"Uh, hey, no one's really feeling this.",Extra
